UAL_promoter,Plate,Well,Strand,Type,Distance,Group,Name,Genes
yfjL,AZ10,D10,-1,Operon,-80,1,abpAB,"abpA,abpB"
ydaQ,AZ10,D11,-1,gene,-63,2,ydaQ,ydaQ
ppa,AZ15,E12,-1,gene,-76,1,ppa,ppa
ppa,AZ15,E12,-1,Operon,-75,1,ppa,ppa
ybaE,AZ15,E10,-1,gene,-84,1,ybaE,ybaE
ybaE,AZ15,E10,-1,Operon,-83,1,ybaE,ybaE
marC,AZ13,H11,-1,gene,-90,1,marC,marC
marC,AZ13,H11,-1,Operon,-89,1,marC,marC
borD,AZ13,H10,-1,gene,-284,1,borD,borD
borD,AZ13,H10,-1,Operon,-283,1,borD,borD
slyA,AZ13,H12,-1,gene,-63,1,slyA,slyA
slyA,AZ13,H12,-1,Operon,-62,1,slyA,slyA
yciG,AZ12,E9,-1,gene,-14,1,yciG,yciG
yciG,AZ12,E9,-1,Operon,-13,1,yciGFE,"yciG,yciF,yciE"
ybfE,AZ12,E8,-1,gene,-29,1,ybfE,ybfE
ybfE,AZ12,E8,-1,Operon,-28,1,ybfE,ybfE
creA,AZ12,E5,1,gene,-52,1,creA,creA
creA,AZ12,E5,1,Operon,-52,1,creABCD,"creA,creB,creC,creD"
ileX,AZ12,E4,1,gene,-65,1,ileX,ileX
ileX,AZ12,E4,1,Operon,-65,1,ileX,ileX
ecpD,AZ12,E7,-1,gene,-100,1,yadV,yadV
ecpD,AZ12,E7,-1,Operon,-99,1,yadV-htrE,"yadV,htrE"
yccR,AZ12,E6,1,gene,-59,1,sxy,sxy
yccR,AZ12,E6,1,Operon,-59,1,sxy,sxy
mutS,AZ12,E1,1,gene,-46,1,mutS,mutS
mutS,AZ12,E1,1,Operon,-46,1,mutS,mutS
mutY,AZ12,E3,1,gene,-34,1,mutY,mutY
mutY,AZ12,E3,1,Operon,-34,1,mutY-yggX-mltC-nupG,"mutY,yggX,mltC,nupG"
mutH,AZ12,E2,1,gene,-34,1,mutH,mutH
mutH,AZ12,E2,1,Operon,-34,1,mutH,mutH
btuC,AZ14,C11,-1,gene,-90,1,btuC,btuC
btuC,AZ14,C11,-1,Operon,-89,1,btuCED,"btuC,btuE,btuD"
mglA,AZ14,C12,-1,gene,-85,2,mglA,mglA
rpmI,AZ19,B11,-1,gene,-93,4,rpmI,rpmI
rplT,AZ19,B10,-1,gene,-87,2,rplT,rplT
htpX,AZ11,B11,-1,gene,-70,1,htpX,htpX
htpX,AZ11,B11,-1,Operon,-69,1,htpX,htpX
dacA,AZ11,B10,-1,gene,-96,1,dacA,dacA
dacA,AZ11,B10,-1,Operon,-95,1,dacA,dacA
treA,AZ11,B12,-1,gene,-77,1,treA,treA
treA,AZ11,B12,-1,Operon,-76,1,treA,treA
fliC,AZ01,H10,-1,gene,-77,1,fliC,fliC
fliC,AZ01,H10,-1,Operon,-76,1,fliC,fliC
nrfE,AZ03,G8,1,gene,-76,2,nrfE,nrfE
yohL,AZ04,F12,-1,gene,-86,1,rcnR,rcnR
yohL,AZ04,F12,-1,Operon,-85,1,rcnR,rcnR
yebR,AZ04,F11,-1,gene,-24,1,msrC,msrC
yebR,AZ04,F11,-1,Operon,-23,1,msrC,msrC
wrbA,AZ04,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ04,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
rne,AZ04,G4,-1,gene,-77,1,rne,rne
rne,AZ04,G4,-1,Operon,-76,1,rne,rne
dcp,AZ04,G5,-1,gene,-91,1,dcp,dcp
dcp,AZ04,G5,-1,Operon,-90,1,dcp,dcp
guaB,AZ04,G6,-1,gene,-75,1,guaB,guaB
guaB,AZ04,G6,-1,Operon,-74,1,guaBA,"guaB,guaA"
prlC,AZ04,G7,-1,gene,-85,1,prlC,prlC
prlC,AZ04,G7,-1,Operon,-84,1,prlC-rsmJ,"prlC,rsmJ"
pncB,AZ04,G1,-1,gene,-81,1,pncB,pncB
pncB,AZ04,G1,-1,Operon,-80,1,pncB,pncB
pepD,AZ04,G2,-1,gene,-82,1,pepD,pepD
pepD,AZ04,G2,-1,Operon,-81,1,pepD,pepD
xseB,AZ04,G3,-1,gene,-90,1,xseB,xseB
xseB,AZ04,G3,-1,Operon,-89,1,xseB-ispA-dxs-yajO,"xseB,ispA,dxs,yajO"
bax,AZ04,G8,-1,gene,-95,1,bax,bax
bax,AZ04,G8,-1,Operon,-94,1,bax,bax
rph,AZ04,G9,-1,gene,-98,1,rph,rph
rph,AZ04,G9,-1,Operon,-97,1,rph-pyrE,"rph,pyrE"
galR,AZ03,D8,1,gene,-95,1,galR,galR
galR,AZ03,D8,1,Operon,-95,1,galR,galR
bglA,AZ03,D9,1,gene,-99,1,bglA,bglA
bglA,AZ03,D9,1,Operon,-99,1,bglA,bglA
ybcW,AZ03,D1,1,gene,-37,1,ybcW,ybcW
ybcW,AZ03,D1,1,Operon,-37,1,ybcW,ybcW
galU,AZ03,D2,1,gene,-65,1,galU,galU
galU,AZ03,D2,1,Operon,-65,1,galU,galU
gutM,AZ03,D3,1,gene,-23,2,srlM,srlM
srlR,AZ03,D4,1,gene,-22,2,srlR,srlR
fucR,AZ03,D5,1,gene,-29,2,fucR,fucR
dhaR,AZ03,D6,1,gene,-43,1,dhaR,dhaR
dhaR,AZ03,D6,1,Operon,-43,1,dhaR,dhaR
feaB,AZ03,D7,1,gene,-16,1,feaB,feaB
feaB,AZ03,D7,1,Operon,-16,1,feaB,feaB
cysQ,AZ05,E5,1,gene,-71,1,cysQ,cysQ
cysQ,AZ05,E5,1,Operon,-71,1,cysQ,cysQ
fxsA,AZ05,E4,1,gene,-180,1,fxsA,fxsA
fxsA,AZ05,E4,1,Operon,-180,1,fxsA,fxsA
metK,AZ05,E7,1,gene,-44,1,metK,metK
metK,AZ05,E7,1,Operon,-44,1,metK,metK
deoC,AZ05,E6,1,gene,-76,1,deoC,deoC
deoC,AZ05,E6,1,Operon,-76,1,deoCABD,"deoC,deoA,deoB,deoD"
purM,AZ05,E1,1,gene,-67,1,purM,purM
purM,AZ05,E1,1,Operon,-67,1,purMN,"purM,purN"
udp,AZ05,E3,1,gene,-73,1,udp,udp
udp,AZ05,E3,1,Operon,-73,1,udp,udp
ygiH,AZ05,E2,1,gene,-77,1,plsY,plsY
ygiH,AZ05,E2,1,Operon,-77,1,ygiH,ygiH
ykgC,AZ05,E9,-1,gene,-50,1,rclA,rclA
ykgC,AZ05,E9,-1,Operon,-49,1,rclABC,"rclA,rclB,rclC"
b4283,AZ02,G10,1,gene,-39,1,insO,insO
b4283,AZ02,G10,1,Operon,-39,1,insN-2,insN-2
yqjC,AZ02,G11,1,gene,-26,1,yqjC,yqjC
yqjC,AZ02,G11,1,Operon,-26,1,yqjCDEK,"yqjC,yqjD,yqjE,yqjK"
ycjK,AZ02,G12,-1,gene,8,1,puuA,puuA
ycjK,AZ02,G12,-1,Operon,9,1,puuAP,"puuA,puuP"
alsI,AZ02,A1,1,gene,-35,1,rpiB,rpiB
alsI,AZ02,A1,1,Operon,-35,1,rpiB,rpiB
talB,AZ02,A2,1,gene,-96,1,talB,talB
talB,AZ02,A2,1,Operon,-96,1,talB,talB
talA,AZ02,A3,1,gene,-61,1,talA,talA
talA,AZ02,A3,1,Operon,-61,1,talA-tktB,"talA,tktB"
pfkB,AZ02,A4,1,gene,-95,1,pfkB,pfkB
pfkB,AZ02,A4,1,Operon,-95,1,pfkB,pfkB
setB,AZ02,A5,1,gene,-42,1,setB,setB
setB,AZ02,A5,1,Operon,-42,1,setB,setB
crp,AZ02,A6,1,gene,-90,1,crp,crp
crp,AZ02,A6,1,Operon,-90,1,crp,crp
pdhR,AZ02,A7,1,gene,-25,1,pdhR,pdhR
pdhR,AZ02,A7,1,Operon,-25,1,pdhR-aceEF-lpd,"pdhR,aceE,aceF,lpd"
pykF,AZ02,A8,1,gene,-41,1,pykF,pykF
pykF,AZ02,A8,1,Operon,-41,1,pykF,pykF
sdhC,AZ02,A9,1,gene,-92,1,sdhC,sdhC
sdhC,AZ02,A9,1,Operon,-92,1,sdhCDAB-sucABCD,"sdhC,sdhD,sdhA,sdhB,sucA,sucB,sucC,sucD"
gadX,AZ12,F5,-1,gene,-100,2,gadX,gadX
yfbS,AZ06,B9,-1,gene,-86,1,yfbS,yfbS
yfbS,AZ06,B9,-1,Operon,-85,1,yfbS,yfbS
nrdG,AZ06,B8,-1,gene,-73,2,nrdG,nrdG
nudB,AZ06,B1,-1,gene,-77,1,nudB,nudB
nudB,AZ06,B1,-1,Operon,-76,1,nudB-yebC-ruvC,"nudB,yebC,ruvC"
pyrG,AZ06,B3,-1,gene,-97,1,pyrG,pyrG
pyrG,AZ06,B3,-1,Operon,-96,1,pyrG-eno,"pyrG,eno"
cpsG,AZ06,B2,-1,gene,-80,2,cpsG,cpsG
gcvP,AZ06,B5,-1,gene,-100,2,gcvP,gcvP
gcvA,AZ06,B4,-1,gene,-79,1,gcvA,gcvA
gcvA,AZ06,B4,-1,Operon,-78,1,gcvA,gcvA
phnL,AZ06,B7,-1,gene,-97,3,phnL,phnL
sufI,AZ08,D8,-1,gene,-73,1,ftsP,ftsP
sufI,AZ08,D8,-1,Operon,-72,1,ftsP,ftsP
rsd,AZ19,H12,-1,gene,-95,1,rsd,rsd
rsd,AZ19,H12,-1,Operon,-94,1,rsd,rsd
sthA,AZ19,H11,-1,gene,-167,1,sthA,sthA
sthA,AZ19,H11,-1,Operon,-166,1,sthA,sthA
yiiQ,AZ19,H10,-1,gene,-92,1,yiiQ,yiiQ
yiiQ,AZ19,H10,-1,Operon,-91,1,yiiQ,yiiQ
metR,AZ01,D8,-1,gene,-88,1,metR,metR
metR,AZ01,D8,-1,Operon,-87,1,metR,metR
metJ,AZ01,D9,-1,gene,-300,1,metJ,metJ
metJ,AZ01,D9,-1,Operon,-299,1,metJ,metJ
yifB,AZ01,D6,-1,gene,-65,1,yifB,yifB
yifB,AZ01,D6,-1,Operon,-64,1,yifB,yifB
ilvY,AZ01,D7,-1,gene,-91,1,ilvY,ilvY
ilvY,AZ01,D7,-1,Operon,-90,1,ilvY,ilvY
aer,AZ01,D4,-1,gene,-79,1,aer,aer
aer,AZ01,D4,-1,Operon,-78,1,aer,aer
asnC,AZ01,D5,-1,gene,-98,1,asnC,asnC
asnC,AZ01,D5,-1,Operon,-97,1,asnC-mioC-mnmG-rsmG,"asnC,mioC,mnmG,rsmG"
lysA,AZ01,D2,-1,gene,-72,1,lysA,lysA
lysA,AZ01,D2,-1,Operon,-71,1,lysA,lysA
b3007,AZ01,D3,-1,gene,-125,1,exbB,exbB
b3007,AZ01,D3,-1,Operon,-124,1,exbBD,"exbB,exbD"
amiC,AZ01,D1,-1,gene,-8,1,amiC,amiC
amiC,AZ01,D1,-1,Operon,-7,1,amiC,amiC
fur,AZ13,C1,-1,gene,-177,2,uof,uof
fur,AZ13,C1,-1,gene,-98,3,fur,fur
yraL,AZ08,E9,-1,gene,-100,1,rsmI,rsmI
yraL,AZ08,E9,-1,Operon,-99,1,rsmI,rsmI
yidK,AZ19,A8,-1,gene,-88,1,yidK,yidK
yidK,AZ19,A8,-1,Operon,-87,1,yidKJ,"yidK,yidJ"
yidR,AZ19,A9,-1,gene,-66,1,yidR,yidR
yidR,AZ19,A9,-1,Operon,-65,1,yidR,yidR
yhjR,AZ19,A4,-1,gene,-82,1,yhjR,yhjR
yhjR,AZ19,A4,-1,Operon,-81,1,yhjR,yhjR
yiaF,AZ19,A5,-1,gene,24,1,yiaF,yiaF
yiaF,AZ19,A5,-1,Operon,25,1,yiaF,yiaF
yiaJ,AZ19,A6,-1,gene,-76,1,yiaJ,yiaJ
yiaJ,AZ19,A6,-1,Operon,-75,1,yiaJ,yiaJ
yiaT,AZ19,A7,-1,gene,-88,1,yiaT,yiaT
yiaT,AZ19,A7,-1,Operon,-87,1,yiaT,yiaT
hdeA,AZ19,A2,-1,gene,-83,1,hdeA,hdeA
hdeA,AZ19,A2,-1,Operon,-82,1,hdeAB-yhiD,"hdeA,hdeB,yhiD"
yhjB,AZ19,A3,-1,gene,-100,1,yhjB,yhjB
yhjB,AZ19,A3,-1,Operon,-99,1,yhjB,yhjB
ydcJ,AZ16,D10,1,gene,178,1,ydcJ,ydcJ
ydcJ,AZ16,D10,1,Operon,178,1,ydcJ,ydcJ
rssA,AZ16,D11,1,gene,-31,1,rssA,rssA
rssA,AZ16,D11,1,Operon,-31,1,rssAB,"rssA,rssB"
ompW,AZ16,D12,1,gene,-80,1,ompW,ompW
ompW,AZ16,D12,1,Operon,-80,1,ompW,ompW
yeeX,AZ17,G10,-1,gene,-27,1,yeeX,yeeX
yeeX,AZ17,G10,-1,Operon,-26,1,yeeX,yeeX
yeeE,AZ17,G11,-1,gene,-81,1,yeeE,yeeE
yeeE,AZ17,G11,-1,Operon,-80,1,yeeED,"yeeE,yeeD"
nhaA,AZ13,D9,1,gene,-624,1,sokC,sokC
nhaA,AZ13,D9,1,Operon,-624,1,sokC,sokC
nhaA,AZ13,D9,1,gene,-87,2,nhaA,nhaA
nhaA,AZ13,D9,1,Operon,-87,2,nhaAR,"nhaA,nhaR"
allA,AZ13,D8,1,gene,-66,1,allA,allA
allA,AZ13,D8,1,Operon,-66,1,allA,allA
yagU,AZ13,D1,1,gene,-94,1,yagU,yagU
yagU,AZ13,D1,1,Operon,-94,1,yagU,yagU
yahD,AZ13,D2,1,gene,-82,1,yahD,yahD
yahD,AZ13,D2,1,Operon,-82,1,yahDEFG,"yahD,yahE,yahF,yahG"
yaiZ,AZ13,D5,1,gene,37,1,yaiZ,yaiZ
yaiZ,AZ13,D5,1,Operon,37,1,yaiZ,yaiZ
b0374,AZ13,D4,1,Operon,-68,2,yaiU,yaiU
ybaQ,AZ13,D7,1,gene,-40,1,ybaQ,ybaQ
ybaQ,AZ13,D7,1,Operon,-40,1,ybaQ,ybaQ
ybaD,AZ13,D6,1,gene,-77,1,nrdR,nrdR
ybaD,AZ13,D6,1,Operon,-77,1,nrdR-ribDE-nusB-thiL-pgpA,"nrdR,ribD,ribE,nusB,thiL,pgpA"
tam,AZ06,E12,1,gene,-97,2,tam,tam
ydiS,AZ06,E10,1,gene,-35,2,ydiS,ydiS
yncC,AZ06,E11,1,gene,10,1,mcbR,mcbR
yncC,AZ06,E11,1,Operon,10,1,mcbR,mcbR
ykgD,AZ05,D10,1,gene,-92,1,rclR,rclR
ykgD,AZ05,D10,1,Operon,-92,1,rclR,rclR
gsk,AZ05,D11,1,gene,-100,1,gsk,gsk
gsk,AZ05,D11,1,Operon,-100,1,gsk,gsk
smtA,AZ05,D12,1,gene,-85,1,smtA,smtA
smtA,AZ05,D12,1,Operon,-85,1,cmoM-mukFEB,"cmoM,mukF,mukE,mukB"
hupB,AZ10,C5,1,gene,-40,1,hupB,hupB
hupB,AZ10,C5,1,Operon,-40,1,hupB,hupB
tgt,AZ10,C4,1,gene,-65,1,tgt,tgt
tgt,AZ10,C4,1,Operon,-65,1,tgt-yajC-secDF,"tgt,yajC,secD,secF"
ydiL,AZ15,F11,1,gene,-279,1,rprA,rprA
ydiL,AZ15,F11,1,Operon,-279,1,rprA,rprA
ydiL,AZ15,F11,1,gene,-36,2,ydiL,ydiL
ydiL,AZ15,F11,1,Operon,-36,2,ydiL,ydiL
wrbA,AZ15,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ15,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
kil,AZ15,F12,-1,gene,-58,1,kilR,kilR
kil,AZ15,F12,-1,Operon,-57,1,kilR-ydaE,"kilR,ydaE"
ybhI,AZ15,B5,1,gene,-86,1,ybhI,ybhI
ybhI,AZ15,B5,1,Operon,-86,1,ybhI,ybhI
ybcV,AZ15,B4,-1,gene,-51,1,ybcV,ybcV
ybcV,AZ15,B4,-1,Operon,-50,1,ybcV,ybcV
potF,AZ15,B6,1,gene,-61,1,potF,potF
potF,AZ15,B6,1,Operon,-61,1,potFGHI,"potF,potG,potH,potI"
ybjH,AZ15,B1,-1,gene,-82,1,ybjH,ybjH
ybjH,AZ15,B1,-1,Operon,-81,1,ybjH,ybjH
nudG,AZ10,F8,1,gene,-98,1,nudG,nudG
nudG,AZ10,F8,1,Operon,-98,1,nudG,nudG
ymcC,AZ15,B2,-1,gene,-100,1,gfcB,gfcB
ymcC,AZ15,B2,-1,Operon,-99,1,gfcBCD,"gfcB,gfcC,gfcD"
ycgF,AZ10,F6,-1,gene,-100,1,bluF,bluF
ycgF,AZ10,F6,-1,Operon,-99,1,bluF,bluF
yniC,AZ10,F7,1,gene,161,1,yniC,yniC
yniC,AZ10,F7,1,Operon,161,1,yniC,yniC
glyQ,AZ10,F4,-1,gene,-462,1,ysaB,ysaB
glyQ,AZ10,F4,-1,Operon,-461,1,ysaB,ysaB
glyQ,AZ10,F4,-1,gene,-68,2,glyQ,glyQ
glyQ,AZ10,F4,-1,Operon,-67,2,glyQS,"glyQ,glyS"
trmA,AZ10,F5,-1,gene,-93,1,trmA,trmA
trmA,AZ10,F5,-1,Operon,-92,1,trmA,trmA
yeaV,AZ15,B9,1,gene,-85,1,yeaV,yeaV
yeaV,AZ15,B9,1,Operon,-85,1,yeaVW,"yeaV,yeaW"
ydcS,AZ15,B8,1,gene,-67,1,ydcS,ydcS
ydcS,AZ15,B8,1,Operon,-67,1,ydcSTUV-patD,"ydcS,ydcT,ydcU,ydcV,patD"
ydcA,AZ15,C12,1,gene,-62,1,ydcA,ydcA
ydcA,AZ15,C12,1,Operon,-62,1,ydcA,ydcA
skp,AZ10,C2,1,gene,-92,2,skp,skp
cbpA,AZ13,H9,-1,gene,-96,1,cbpA,cbpA
cbpA,AZ13,H9,-1,Operon,-95,1,cbpAM,"cbpA,cbpM"
yjdB,AZ03,B10,-1,gene,-64,1,eptA,eptA
yjdB,AZ03,B10,-1,Operon,-63,1,eptA,eptA
aniC,AZ03,B11,-1,gene,-74,1,adiC,adiC
aniC,AZ03,B11,-1,Operon,-73,1,adiC,adiC
yjdF,AZ03,B12,-1,gene,-95,1,yjdF,yjdF
yjdF,AZ03,B12,-1,Operon,-94,1,yjdF,yjdF
yagM,AZ12,F12,-1,gene,-76,1,yagM,yagM
yagM,AZ12,F12,-1,Operon,-75,1,yagML,"yagM,yagL"
wrbA,AZ12,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ12,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
yagB,AZ12,F11,-1,gene,-70,2,yagB,yagB
dinG,AZ12,D8,1,gene,-71,1,dinG,dinG
dinG,AZ12,D8,1,Operon,-71,1,dinG,dinG
xthA,AZ12,D9,1,gene,-64,1,xthA,xthA
xthA,AZ12,D9,1,Operon,-64,1,xthA,xthA
lit,AZ12,D2,1,gene,124,1,lit,lit
lit,AZ12,D2,1,Operon,124,1,lit,lit
ycgJ,AZ12,D3,1,gene,-45,1,ycgJ,ycgJ
ycgJ,AZ12,D3,1,Operon,-45,1,ycgJ,ycgJ
ybgI,AZ12,D1,1,gene,-99,1,ybgI,ybgI
ybgI,AZ12,D1,1,Operon,-99,1,ybgIJKL-nei,"ybgI,ybgJ,ybgK,ybgL,nei"
nhoA,AZ12,D6,1,gene,-53,1,nhoA,nhoA
nhoA,AZ12,D6,1,Operon,-53,1,nhoA,nhoA
ydeJ,AZ12,D7,1,gene,-69,1,ydeJ,ydeJ
ydeJ,AZ12,D7,1,Operon,-69,1,ydeJ,ydeJ
ycgL,AZ12,D4,1,Operon,-75,4,ycgL,ycgL
ycgL,AZ12,D4,1,gene,-42,5,ycgL,ycgL
ydbH,AZ12,D5,1,gene,-37,1,ydbH,ydbH
ydbH,AZ12,D5,1,Operon,-37,1,ydbH-ynbE-ydbL,"ydbH,ynbE,ydbL"
yidC,AZ18,E12,1,gene,-330,2,yidD,yidD
yidC,AZ18,E12,1,gene,-70,3,yidC,yidC
mltC,AZ18,E11,1,gene,-98,3,mltC,mltC
agn43,AZ18,E10,1,gene,-135,1,isrC,isrC
agn43,AZ18,E10,1,Operon,-135,1,isrC-flu,"isrC,flu"
ygbI,AZ04,A10,-1,gene,-60,1,ygbI,ygbI
ygbI,AZ04,A10,-1,Operon,-59,1,ygbI,ygbI
ssuE,AZ04,A11,-1,gene,-82,1,ssuE,ssuE
ssuE,AZ04,A11,-1,Operon,-81,1,ssuEADCB,"ssuE,ssuA,ssuD,ssuC,ssuB"
insB_4,AZ04,A2,1,gene,-288,1,insA,insA
insB_4,AZ04,A2,1,Operon,-288,1,insA-4AB-4B-4,"insA-4,insAB-4,insB-4"
insB_4,AZ04,A2,1,gene,-94,4,insB1,insB1
hydN,AZ04,A3,-1,gene,-78,1,hydN,hydN
hydN,AZ04,A3,-1,Operon,-77,1,hydN-hypF,"hydN,hypF"
b2974,AZ04,D1,-1,gene,-72,1,sslE,sslE
b2974,AZ04,D1,-1,Operon,-71,1,yghJ,yghJ
chiA,AZ04,D3,-1,gene,-85,1,chiA,chiA
chiA,AZ04,D3,-1,Operon,-84,1,chiA,chiA
hybO,AZ04,D2,-1,gene,-79,1,hybO,hybO
hybO,AZ04,D2,-1,Operon,-78,1,hybOABCDEFG,"hybO,hybA,hybB,hybC,hybD,hybE,hybF,hybG"
yhfZ,AZ04,D5,-1,gene,-293,1,yhfZ,yhfZ
yhfZ,AZ04,D5,-1,Operon,-292,1,yhfZY,"yhfZ,yhfY"
yhfX,AZ04,D4,-1,gene,-101,1,yhfX,yhfX
yhfX,AZ04,D4,-1,Operon,-100,1,yhfXW-php-yhfUTS,"yhfX,yhfW,php,yhfU,yhfT,yhfS"
wrbA,AZ09,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ09,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
rpsB,AZ09,F11,1,gene,-262,1,tff,tff
rpsB,AZ09,F11,1,Operon,-262,1,tff-rpsB-tsf,"tff,rpsB,tsf"
rpsB,AZ09,F11,1,gene,-100,5,rpsB,rpsB
recE,AZ04,D9,-1,gene,-87,1,recE,recE
recE,AZ04,D9,-1,Operon,-86,1,recET-ralR-ydaC-xisR-intR,"recE,recT,ralR,ydaC,xisR,intR"
rna,AZ04,D8,-1,gene,-68,1,rna,rna
rna,AZ04,D8,-1,Operon,-67,1,rna,rna
yfjN,AZ11,A1,1,gene,-51,1,rnlA,rnlA
yfjN,AZ11,A1,1,Operon,-51,1,rnlAB,"rnlA,rnlB"
aldH,AZ03,G5,1,gene,-62,2,puuC,puuC
ndh,AZ03,G4,1,gene,-67,1,ndh,ndh
ndh,AZ03,G4,1,Operon,-67,1,ndh,ndh
fhlA,AZ03,G7,1,gene,-77,3,fhlA,fhlA
aldA,AZ03,G6,1,gene,-74,1,aldA,aldA
aldA,AZ03,G6,1,Operon,-74,1,aldA,aldA
yjdI,AZ03,G1,1,gene,-24,1,yjdI,yjdI
yjdI,AZ03,G1,1,Operon,-24,1,yjdIJ,"yjdI,yjdJ"
tilS,AZ11,A2,1,gene,-88,1,tilS,tilS
tilS,AZ11,A2,1,Operon,-88,1,tilS,tilS
cbdA,AZ03,G3,1,gene,-56,1,cbdA,cbdA
cbdA,AZ03,G3,1,Operon,-56,1,appCBXA,"appC,appB,appX,appA"
dmsA,AZ03,G2,1,gene,-159,1,dmsA,dmsA
dmsA,AZ03,G2,1,Operon,-159,1,dmsABC,"dmsA,dmsB,dmsC"
tig,AZ11,A3,1,gene,-82,1,tig,tig
tig,AZ11,A3,1,Operon,-82,1,tig,tig
cybC,AZ03,G9,1,gene,-115,1,cybC,cybC
cybC,AZ03,G9,1,Operon,-52,2,cybC,cybC
icd,AZ01,H11,1,gene,-62,1,icd,icd
icd,AZ01,H11,1,Operon,-62,1,icd,icd
yegT,AZ01,H12,1,gene,-78,1,yegT,yegT
yegT,AZ01,H12,1,Operon,-78,1,yegTUV,"yegT,yegU,yegV"
upp,AZ05,E12,-1,gene,-62,1,upp,upp
upp,AZ05,E12,-1,Operon,-61,1,upp-uraA,"upp,uraA"
yaaU,AZ16,A9,1,gene,-60,1,yaaU,yaaU
yaaU,AZ16,A9,1,Operon,-60,1,yaaU,yaaU
sirA,AZ04,A8,-1,gene,-86,1,tusA,tusA
sirA,AZ04,A8,-1,Operon,-85,1,tusA,tusA
yajR,AZ15,H12,-1,gene,-71,1,yajR,yajR
yajR,AZ15,H12,-1,Operon,-70,1,yajR,yajR
yfjR,AZ05,D2,1,gene,-90,1,yfjR,yfjR
yfjR,AZ05,D2,1,Operon,-90,1,yfjR-ypjK-yfjST,"yfjR,ypjK,yfjS,yfjT"
yqaC,AZ05,D3,1,gene,1308,1,csiD,csiD
yqaC,AZ05,D3,1,Operon,1308,1,csiD-lhgO-gabDTP,"csiD,lhgO,gabD,gabT,gabP"
yfjP,AZ05,D1,1,gene,142,1,yfjP,yfjP
yfjP,AZ05,D1,1,Operon,142,1,yfjPQ,"yfjP,yfjQ"
ygeY,AZ05,D7,1,gene,-68,1,ygeY,ygeY
ygeY,AZ05,D7,1,Operon,-68,1,ygeY,ygeY
ygdQ,AZ05,D4,1,gene,-71,1,ygdQ,ygdQ
ygdQ,AZ05,D4,1,Operon,-71,1,ygdQ,ygdQ
yqeI,AZ05,D5,1,gene,-86,1,yqeI,yqeI
yqeI,AZ05,D5,1,Operon,-86,1,yqeIJ,"yqeI,yqeJ"
ygiL,AZ05,D8,1,gene,-43,1,ygiL,ygiL
ygiL,AZ05,D8,1,Operon,-43,1,ygiL,ygiL
rpmE,AZ09,G7,1,gene,-86,1,rpmE,rpmE
rpmE,AZ09,G7,1,Operon,-86,1,rpmE,rpmE
ycbK,AZ13,C9,1,gene,-33,1,ycbK,ycbK
ycbK,AZ13,C9,1,Operon,-33,1,ycbK-gloC,"ycbK,gloC"
ycdN,AZ13,C12,1,gene,-40,1,efeU,efeU
ycdN,AZ13,C12,1,Operon,-40,1,efeU_1U_2,"efeU_1,efeU_2"
ycbW,AZ13,C11,1,gene,-1,1,zapC,zapC
ycbW,AZ13,C11,1,Operon,-1,1,zapC,zapC
yhfA,AZ02,B9,-1,gene,-89,1,yhfA,yhfA
yhfA,AZ02,B9,-1,Operon,-88,1,yhfA,yhfA
fruB,AZ02,B8,-1,gene,-69,1,fruB,fruB
fruB,AZ02,B8,-1,Operon,-68,1,fruBKA,"fruB,fruK,fruA"
frdA,AZ02,B5,-1,gene,-93,1,frdA,frdA
frdA,AZ02,B5,-1,Operon,-92,1,frdABCD,"frdA,frdB,frdC,frdD"
maeB,AZ02,B4,-1,gene,-96,1,maeB,maeB
maeB,AZ02,B4,-1,Operon,-95,1,maeB,maeB
uvrA,AZ02,B7,-1,gene,-83,1,uvrA,uvrA
uvrA,AZ02,B7,-1,Operon,-82,1,uvrA,uvrA
ydiY,AZ02,B6,-1,gene,-88,1,ydiY,ydiY
ydiY,AZ02,B6,-1,Operon,-87,1,ydiY,ydiY
leuS,AZ02,B1,-1,gene,-69,1,leuS,leuS
leuS,AZ02,B1,-1,Operon,-68,1,leuS-lptE-holA-nadD-cobC,"leuS,lptE,holA,nadD,cobC"
alsR,AZ02,B3,-1,gene,-35,1,alsR,alsR
alsR,AZ02,B3,-1,Operon,-34,1,rpiR-alsBACE,"rpiR,alsB,alsA,alsC,alsE"
rluE,AZ02,B2,-1,gene,-115,1,rluE,rluE
rluE,AZ02,B2,-1,Operon,-114,1,rluE-nudJ,"rluE,nudJ"
cysZ,AZ16,H6,1,gene,-42,1,cysZ,cysZ
cysZ,AZ16,H6,1,Operon,-42,1,cysZ,cysZ
ycgR,AZ16,C12,-1,gene,-86,1,ycgR,ycgR
ycgR,AZ16,C12,-1,Operon,-85,1,ycgR,ycgR
b1172,AZ16,C11,-1,gene,-315,2,ymgI,ymgI
