UAL_promoter,Plate,Well,Strand,Type,Distance,Name,Genes,FeatureNo,Remove
dctA,AZ15,A2,-1,gene,-98,dctA,dctA,1,
dctA,AZ15,A2,-1,Operon,-98,dctA,dctA,1,
dppA,AZ15,A3,-1,gene,-83,dppA,dppA,1,
dppA,AZ15,A3,-1,Operon,-83,dppABCDF,"dppA,dppB,dppC,dppD,dppF",1,
alsB,AZ15,A4,-1,gene,-86,alsB,alsB,1,
dcuA,AZ15,A5,-1,gene,-85,dcuA,dcuA,1,
cvpA,AZ15,A7,-1,gene,-81,cvpA,cvpA,1,
cvpA,AZ15,A7,-1,Operon,-81,cvpA-purF-ubiX,"cvpA,purF,ubiX",1,
yfcG,AZ09,F12,1,gene,-40,yfcG,yfcG,1,
yfcG,AZ09,F12,1,Operon,-39,yfcG,yfcG,1,
yhhW,AZ04,D7,-1,gene,-96,yhhW,yhhW,1,
yhhW,AZ04,D7,-1,Operon,-96,yhhW,yhhW,1,
yzgL,AZ04,D6,-1,gene,-61,yzgL,yzgL,1,
yzgL,AZ04,D6,-1,Operon,-61,yzgL,yzgL,1,
yohC,AZ10,D12,-1,gene,-71,yohC,yohC,1,
yohC,AZ10,D12,-1,Operon,-71,yohC,yohC,1,
yfjL,AZ10,D10,-1,gene,-81,yfjL,yfjL,1,
yfjL,AZ10,D10,-1,Operon,-81,abpAB,"abpA,abpB",1,
ydaQ,AZ10,D11,-1,gene,-63,ydaQ,ydaQ,1,
ppa,AZ15,E12,-1,gene,-76,ppa,ppa,1,
ppa,AZ15,E12,-1,Operon,-76,ppa,ppa,1,
ybaE,AZ15,E10,-1,gene,-84,ybaE,ybaE,1,
ybaE,AZ15,E10,-1,Operon,-84,ybaE,ybaE,1,
marC,AZ13,H11,-1,gene,-90,marC,marC,1,
marC,AZ13,H11,-1,Operon,-90,marC,marC,1,
borD,AZ13,H10,-1,gene,-284,borD,borD,1,
borD,AZ13,H10,-1,Operon,-284,borD,borD,1,
slyA,AZ13,H12,-1,gene,-63,slyA,slyA,1,
slyA,AZ13,H12,-1,Operon,-63,slyA,slyA,1,
yciG,AZ12,E9,-1,gene,-14,yciG,yciG,1,
yciG,AZ12,E9,-1,Operon,-14,yciGFE,"yciG,yciF,yciE",1,
ybfE,AZ12,E8,-1,gene,-29,ybfE,ybfE,1,
ybfE,AZ12,E8,-1,Operon,-29,ybfE,ybfE,1,
creA,AZ12,E5,1,gene,-52,creA,creA,1,
creA,AZ12,E5,1,Operon,-51,creABCD,"creA,creB,creC,creD",1,
ileX,AZ12,E4,1,gene,-65,ileX,ileX,1,
ileX,AZ12,E4,1,Operon,-64,ileX,ileX,1,
ecpD,AZ12,E7,-1,gene,-100,yadV,yadV,1,
ecpD,AZ12,E7,-1,Operon,-100,yadV-htrE,"yadV,htrE",1,
yccR,AZ12,E6,1,gene,-59,sxy,sxy,1,
yccR,AZ12,E6,1,Operon,-58,sxy,sxy,1,
mutS,AZ12,E1,1,gene,-46,mutS,mutS,1,
mutS,AZ12,E1,1,Operon,-45,mutS,mutS,1,
mutY,AZ12,E3,1,gene,-34,mutY,mutY,1,
mutY,AZ12,E3,1,Operon,-33,mutY-yggX-mltC-nupG,"mutY,yggX,mltC,nupG",1,
mutH,AZ12,E2,1,gene,-34,mutH,mutH,1,
mutH,AZ12,E2,1,Operon,-33,mutH,mutH,1,
btuC,AZ14,C11,-1,gene,-90,btuC,btuC,1,
btuC,AZ14,C11,-1,Operon,-90,btuCED,"btuC,btuE,btuD",1,
mglA,AZ14,C12,-1,gene,-85,mglA,mglA,1,
rpmI,AZ19,B11,-1,gene,-93,rpmI,rpmI,1,
rplT,AZ19,B10,-1,gene,-87,rplT,rplT,1,
htpX,AZ11,B11,-1,gene,-70,htpX,htpX,1,
htpX,AZ11,B11,-1,Operon,-70,htpX,htpX,1,
dacA,AZ11,B10,-1,gene,-96,dacA,dacA,1,
dacA,AZ11,B10,-1,Operon,-96,dacA,dacA,1,
treA,AZ11,B12,-1,gene,-77,treA,treA,1,
treA,AZ11,B12,-1,Operon,-77,treA,treA,1,
fliC,AZ01,H10,-1,gene,-77,fliC,fliC,1,
fliC,AZ01,H10,-1,Operon,-77,fliC,fliC,1,
nrfE,AZ03,G8,1,gene,-76,nrfE,nrfE,1,
yohL,AZ04,F12,-1,gene,-86,rcnR,rcnR,1,
yohL,AZ04,F12,-1,Operon,-86,rcnR,rcnR,1,
yebR,AZ04,F11,-1,gene,-24,msrC,msrC,1,
yebR,AZ04,F11,-1,Operon,-24,msrC,msrC,1,
wrbA,AZ04,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ04,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
rne,AZ04,G4,-1,gene,-77,rne,rne,1,
rne,AZ04,G4,-1,Operon,-77,rne,rne,1,
dcp,AZ04,G5,-1,gene,-91,dcp,dcp,1,
dcp,AZ04,G5,-1,Operon,-91,dcp,dcp,1,
guaB,AZ04,G6,-1,gene,-75,guaB,guaB,1,
guaB,AZ04,G6,-1,Operon,-75,guaBA,"guaB,guaA",1,
prlC,AZ04,G7,-1,gene,-85,prlC,prlC,1,
prlC,AZ04,G7,-1,Operon,-85,prlC-rsmJ,"prlC,rsmJ",1,
pncB,AZ04,G1,-1,gene,-81,pncB,pncB,1,
pncB,AZ04,G1,-1,Operon,-81,pncB,pncB,1,
pepD,AZ04,G2,-1,gene,-82,pepD,pepD,1,
pepD,AZ04,G2,-1,Operon,-82,pepD,pepD,1,
xseB,AZ04,G3,-1,gene,-90,xseB,xseB,1,
xseB,AZ04,G3,-1,Operon,-90,xseB-ispA-dxs-yajO,"xseB,ispA,dxs,yajO",1,
bax,AZ04,G8,-1,gene,-95,bax,bax,1,
bax,AZ04,G8,-1,Operon,-95,bax,bax,1,
rph,AZ04,G9,-1,gene,-98,rph,rph,1,
rph,AZ04,G9,-1,Operon,-98,rph-pyrE,"rph,pyrE",1,
galR,AZ03,D8,1,gene,-95,galR,galR,1,
galR,AZ03,D8,1,Operon,-94,galR,galR,1,
bglA,AZ03,D9,1,gene,-99,bglA,bglA,1,
bglA,AZ03,D9,1,Operon,-98,bglA,bglA,1,
ybcW,AZ03,D1,1,gene,-37,ybcW,ybcW,1,
ybcW,AZ03,D1,1,Operon,-36,ybcW,ybcW,1,
galU,AZ03,D2,1,gene,-65,galU,galU,1,
galU,AZ03,D2,1,Operon,-64,galU,galU,1,
gutM,AZ03,D3,1,gene,-23,srlM,srlM,1,
srlR,AZ03,D4,1,gene,-22,srlR,srlR,1,
fucR,AZ03,D5,1,gene,-29,fucR,fucR,1,
dhaR,AZ03,D6,1,gene,-43,dhaR,dhaR,1,
dhaR,AZ03,D6,1,Operon,-42,dhaR,dhaR,1,
feaB,AZ03,D7,1,gene,-16,feaB,feaB,1,
feaB,AZ03,D7,1,Operon,-15,feaB,feaB,1,
cysQ,AZ05,E5,1,gene,-71,cysQ,cysQ,1,
cysQ,AZ05,E5,1,Operon,-70,cysQ,cysQ,1,
fxsA,AZ05,E4,1,gene,-180,fxsA,fxsA,1,
fxsA,AZ05,E4,1,Operon,-179,fxsA,fxsA,1,
metK,AZ05,E7,1,gene,-44,metK,metK,1,
metK,AZ05,E7,1,Operon,-43,metK,metK,1,
deoC,AZ05,E6,1,gene,-76,deoC,deoC,1,
deoC,AZ05,E6,1,Operon,-75,deoCABD,"deoC,deoA,deoB,deoD",1,
purM,AZ05,E1,1,gene,-67,purM,purM,1,
purM,AZ05,E1,1,Operon,-66,purMN,"purM,purN",1,
udp,AZ05,E3,1,gene,-73,udp,udp,1,
udp,AZ05,E3,1,Operon,-72,udp,udp,1,
ygiH,AZ05,E2,1,gene,-77,plsY,plsY,1,
ygiH,AZ05,E2,1,Operon,-76,ygiH,ygiH,1,
ykgC,AZ05,E9,-1,gene,-50,rclA,rclA,1,
ykgC,AZ05,E9,-1,Operon,-50,rclABC,"rclA,rclB,rclC",1,
b4283,AZ02,G10,1,gene,-39,insO,insO,1,
b4283,AZ02,G10,1,Operon,-38,insN-2,insN-2,1,
yqjC,AZ02,G11,1,gene,-26,yqjC,yqjC,1,
yqjC,AZ02,G11,1,Operon,-25,yqjCDEK,"yqjC,yqjD,yqjE,yqjK",1,
ycjK,AZ02,G12,-1,gene,8,puuA,puuA,1,
ycjK,AZ02,G12,-1,Operon,8,puuAP,"puuA,puuP",1,
alsI,AZ02,A1,1,gene,-35,rpiB,rpiB,1,
alsI,AZ02,A1,1,Operon,-34,rpiB,rpiB,1,
talB,AZ02,A2,1,gene,-96,talB,talB,1,
talB,AZ02,A2,1,Operon,-95,talB,talB,1,
talA,AZ02,A3,1,gene,-61,talA,talA,1,
talA,AZ02,A3,1,Operon,-60,talA-tktB,"talA,tktB",1,
pfkB,AZ02,A4,1,gene,-95,pfkB,pfkB,1,
pfkB,AZ02,A4,1,Operon,-94,pfkB,pfkB,1,
setB,AZ02,A5,1,gene,-42,setB,setB,1,
setB,AZ02,A5,1,Operon,-41,setB,setB,1,
crp,AZ02,A6,1,gene,-90,crp,crp,1,
crp,AZ02,A6,1,Operon,-89,crp,crp,1,
pdhR,AZ02,A7,1,gene,-25,pdhR,pdhR,1,
pdhR,AZ02,A7,1,Operon,-24,pdhR-aceEF-lpd,"pdhR,aceE,aceF,lpd",1,
pykF,AZ02,A8,1,gene,-41,pykF,pykF,1,
pykF,AZ02,A8,1,Operon,-40,pykF,pykF,1,
sdhC,AZ02,A9,1,gene,-92,sdhC,sdhC,1,
sdhC,AZ02,A9,1,Operon,-91,sdhCDAB-sucABCD,"sdhC,sdhD,sdhA,sdhB,sucA,sucB,sucC,sucD",1,
gadX,AZ12,F5,-1,gene,-100,gadX,gadX,1,
yfbS,AZ06,B9,-1,gene,-86,yfbS,yfbS,1,
yfbS,AZ06,B9,-1,Operon,-86,yfbS,yfbS,1,
nrdG,AZ06,B8,-1,gene,-73,nrdG,nrdG,1,
nudB,AZ06,B1,-1,gene,-77,nudB,nudB,1,
nudB,AZ06,B1,-1,Operon,-77,nudB-yebC-ruvC,"nudB,yebC,ruvC",1,
pyrG,AZ06,B3,-1,gene,-97,pyrG,pyrG,1,
pyrG,AZ06,B3,-1,Operon,-97,pyrG-eno,"pyrG,eno",1,
cpsG,AZ06,B2,-1,gene,-80,cpsG,cpsG,1,
gcvP,AZ06,B5,-1,gene,-100,gcvP,gcvP,1,
gcvA,AZ06,B4,-1,gene,-79,gcvA,gcvA,1,
gcvA,AZ06,B4,-1,Operon,-79,gcvA,gcvA,1,
phnL,AZ06,B7,-1,gene,-97,phnL,phnL,1,
sufI,AZ08,D8,-1,gene,-73,ftsP,ftsP,1,
sufI,AZ08,D8,-1,Operon,-73,ftsP,ftsP,1,
rsd,AZ19,H12,-1,gene,-95,rsd,rsd,1,
rsd,AZ19,H12,-1,Operon,-95,rsd,rsd,1,
sthA,AZ19,H11,-1,gene,-167,sthA,sthA,1,
sthA,AZ19,H11,-1,Operon,-167,sthA,sthA,1,
yiiQ,AZ19,H10,-1,gene,-92,yiiQ,yiiQ,1,
yiiQ,AZ19,H10,-1,Operon,-92,yiiQ,yiiQ,1,
metR,AZ01,D8,-1,gene,-88,metR,metR,1,
metR,AZ01,D8,-1,Operon,-88,metR,metR,1,
metJ,AZ01,D9,-1,gene,-300,metJ,metJ,1,
metJ,AZ01,D9,-1,Operon,-300,metJ,metJ,1,
yifB,AZ01,D6,-1,gene,-65,yifB,yifB,1,
yifB,AZ01,D6,-1,Operon,-65,yifB,yifB,1,
ilvY,AZ01,D7,-1,gene,-91,ilvY,ilvY,1,
ilvY,AZ01,D7,-1,Operon,-91,ilvY,ilvY,1,
aer,AZ01,D4,-1,gene,-79,aer,aer,1,
aer,AZ01,D4,-1,Operon,-79,aer,aer,1,
asnC,AZ01,D5,-1,gene,-98,asnC,asnC,1,
asnC,AZ01,D5,-1,Operon,-98,asnC-mioC-mnmG-rsmG,"asnC,mioC,mnmG,rsmG",1,
lysA,AZ01,D2,-1,gene,-72,lysA,lysA,1,
lysA,AZ01,D2,-1,Operon,-72,lysA,lysA,1,
b3007,AZ01,D3,-1,gene,-125,exbB,exbB,1,
b3007,AZ01,D3,-1,Operon,-125,exbBD,"exbB,exbD",1,
amiC,AZ01,D1,-1,gene,-8,amiC,amiC,1,
amiC,AZ01,D1,-1,Operon,-8,amiC,amiC,1,
fur,AZ13,C1,-1,gene,-177,uof,uof,1,TRUE
fur,AZ13,C1,-1,gene,-98,fur,fur,2,TRUE
yraL,AZ08,E9,-1,gene,-100,rsmI,rsmI,1,
yraL,AZ08,E9,-1,Operon,-100,rsmI,rsmI,1,
yidK,AZ19,A8,-1,gene,-88,yidK,yidK,1,
yidK,AZ19,A8,-1,Operon,-88,yidKJ,"yidK,yidJ",1,
yidR,AZ19,A9,-1,gene,-66,yidR,yidR,1,
yidR,AZ19,A9,-1,Operon,-66,yidR,yidR,1,
yhjR,AZ19,A4,-1,gene,-82,yhjR,yhjR,1,
yhjR,AZ19,A4,-1,Operon,-82,yhjR,yhjR,1,
yiaF,AZ19,A5,-1,gene,24,yiaF,yiaF,1,
yiaF,AZ19,A5,-1,Operon,24,yiaF,yiaF,1,
yiaJ,AZ19,A6,-1,gene,-76,yiaJ,yiaJ,1,
yiaJ,AZ19,A6,-1,Operon,-76,yiaJ,yiaJ,1,
yiaT,AZ19,A7,-1,gene,-88,yiaT,yiaT,1,
yiaT,AZ19,A7,-1,Operon,-88,yiaT,yiaT,1,
hdeA,AZ19,A2,-1,gene,-83,hdeA,hdeA,1,
hdeA,AZ19,A2,-1,Operon,-83,hdeAB-yhiD,"hdeA,hdeB,yhiD",1,
yhjB,AZ19,A3,-1,gene,-100,yhjB,yhjB,1,
yhjB,AZ19,A3,-1,Operon,-100,yhjB,yhjB,1,
ydcJ,AZ16,D10,1,gene,178,ydcJ,ydcJ,1,
ydcJ,AZ16,D10,1,Operon,179,ydcJ,ydcJ,1,
rssA,AZ16,D11,1,gene,-31,rssA,rssA,1,
rssA,AZ16,D11,1,Operon,-30,rssAB,"rssA,rssB",1,
ompW,AZ16,D12,1,gene,-80,ompW,ompW,1,
ompW,AZ16,D12,1,Operon,-79,ompW,ompW,1,
yeeX,AZ17,G10,-1,gene,-27,yeeX,yeeX,1,
yeeX,AZ17,G10,-1,Operon,-27,yeeX,yeeX,1,
yeeE,AZ17,G11,-1,gene,-81,yeeE,yeeE,1,
yeeE,AZ17,G11,-1,Operon,-81,yeeED,"yeeE,yeeD",1,
nhaA,AZ13,D9,1,gene,-624,sokC,sokC,1,TRUE
nhaA,AZ13,D9,1,Operon,-623,sokC,sokC,1,TRUE
nhaA,AZ13,D9,1,gene,-87,nhaA,nhaA,2,
nhaA,AZ13,D9,1,Operon,-86,nhaAR,"nhaA,nhaR",2,
allA,AZ13,D8,1,gene,-66,allA,allA,1,
allA,AZ13,D8,1,Operon,-65,allA,allA,1,
yagU,AZ13,D1,1,gene,-94,yagU,yagU,1,
yagU,AZ13,D1,1,Operon,-93,yagU,yagU,1,
yahD,AZ13,D2,1,gene,-82,yahD,yahD,1,
yahD,AZ13,D2,1,Operon,-81,yahDEFG,"yahD,yahE,yahF,yahG",1,
yaiZ,AZ13,D5,1,gene,37,yaiZ,yaiZ,1,
yaiZ,AZ13,D5,1,Operon,38,yaiZ,yaiZ,1,
b0374,AZ13,D4,1,Operon,-67,yaiU,yaiU,1,
ybaQ,AZ13,D7,1,gene,-40,ybaQ,ybaQ,1,
ybaQ,AZ13,D7,1,Operon,-39,ybaQ,ybaQ,1,
ybaD,AZ13,D6,1,gene,-77,nrdR,nrdR,1,
ybaD,AZ13,D6,1,Operon,-76,nrdR-ribDE-nusB-thiL-pgpA,"nrdR,ribD,ribE,nusB,thiL,pgpA",1,
tam,AZ06,E12,1,gene,-97,tam,tam,1,
ydiS,AZ06,E10,1,gene,-35,ydiS,ydiS,1,
yncC,AZ06,E11,1,gene,10,mcbR,mcbR,1,
yncC,AZ06,E11,1,Operon,11,mcbR,mcbR,1,
ykgD,AZ05,D10,1,gene,-92,rclR,rclR,1,
ykgD,AZ05,D10,1,Operon,-91,rclR,rclR,1,
gsk,AZ05,D11,1,gene,-100,gsk,gsk,1,
gsk,AZ05,D11,1,Operon,-99,gsk,gsk,1,
smtA,AZ05,D12,1,gene,-85,smtA,smtA,1,
smtA,AZ05,D12,1,Operon,-84,cmoM-mukFEB,"cmoM,mukF,mukE,mukB",1,
hupB,AZ10,C5,1,gene,-40,hupB,hupB,1,
hupB,AZ10,C5,1,Operon,-39,hupB,hupB,1,
tgt,AZ10,C4,1,gene,-65,tgt,tgt,1,
tgt,AZ10,C4,1,Operon,-64,tgt-yajC-secDF,"tgt,yajC,secD,secF",1,
ydiL,AZ15,F11,1,gene,-279,rprA,rprA,1,
ydiL,AZ15,F11,1,Operon,-278,rprA,rprA,1,
ydiL,AZ15,F11,1,gene,-36,ydiL,ydiL,2,
ydiL,AZ15,F11,1,Operon,-35,ydiL,ydiL,2,
wrbA,AZ15,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ15,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
kil,AZ15,F12,-1,gene,-58,kilR,kilR,1,
kil,AZ15,F12,-1,Operon,-58,kilR-ydaE,"kilR,ydaE",1,
ybhI,AZ15,B5,1,gene,-86,ybhI,ybhI,1,
ybhI,AZ15,B5,1,Operon,-85,ybhI,ybhI,1,
ybcV,AZ15,B4,-1,gene,-51,ybcV,ybcV,1,
ybcV,AZ15,B4,-1,Operon,-51,ybcV,ybcV,1,
potF,AZ15,B6,1,gene,-61,potF,potF,1,
potF,AZ15,B6,1,Operon,-60,potFGHI,"potF,potG,potH,potI",1,
ybjH,AZ15,B1,-1,gene,-82,ybjH,ybjH,1,
ybjH,AZ15,B1,-1,Operon,-82,ybjH,ybjH,1,
nudG,AZ10,F8,1,gene,-98,nudG,nudG,1,
nudG,AZ10,F8,1,Operon,-97,nudG,nudG,1,
ymcC,AZ15,B2,-1,gene,-100,gfcB,gfcB,1,
ymcC,AZ15,B2,-1,Operon,-100,gfcBCD,"gfcB,gfcC,gfcD",1,
ycgF,AZ10,F6,-1,gene,-100,bluF,bluF,1,
ycgF,AZ10,F6,-1,Operon,-100,bluF,bluF,1,
yniC,AZ10,F7,1,gene,161,yniC,yniC,1,
yniC,AZ10,F7,1,Operon,162,yniC,yniC,1,
glyQ,AZ10,F4,-1,gene,-462,ysaB,ysaB,1,
glyQ,AZ10,F4,-1,Operon,-462,ysaB,ysaB,1,
glyQ,AZ10,F4,-1,gene,-68,glyQ,glyQ,2,
glyQ,AZ10,F4,-1,Operon,-68,glyQS,"glyQ,glyS",2,
trmA,AZ10,F5,-1,gene,-93,trmA,trmA,1,
trmA,AZ10,F5,-1,Operon,-93,trmA,trmA,1,
yeaV,AZ15,B9,1,gene,-85,yeaV,yeaV,1,
yeaV,AZ15,B9,1,Operon,-84,yeaVW,"yeaV,yeaW",1,
ydcS,AZ15,B8,1,gene,-67,ydcS,ydcS,1,
ydcS,AZ15,B8,1,Operon,-66,ydcSTUV-patD,"ydcS,ydcT,ydcU,ydcV,patD",1,
ydcA,AZ15,C12,1,gene,-62,ydcA,ydcA,1,
ydcA,AZ15,C12,1,Operon,-61,ydcA,ydcA,1,
skp,AZ10,C2,1,gene,-92,skp,skp,1,
cbpA,AZ13,H9,-1,gene,-96,cbpA,cbpA,1,
cbpA,AZ13,H9,-1,Operon,-96,cbpAM,"cbpA,cbpM",1,
yjdB,AZ03,B10,-1,gene,-64,eptA,eptA,1,
yjdB,AZ03,B10,-1,Operon,-64,eptA,eptA,1,
aniC,AZ03,B11,-1,gene,-74,adiC,adiC,1,
aniC,AZ03,B11,-1,Operon,-74,adiC,adiC,1,
yjdF,AZ03,B12,-1,gene,-95,yjdF,yjdF,1,
yjdF,AZ03,B12,-1,Operon,-95,yjdF,yjdF,1,
yagM,AZ12,F12,-1,gene,-76,yagM,yagM,1,
yagM,AZ12,F12,-1,Operon,-76,yagML,"yagM,yagL",1,
wrbA,AZ12,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ12,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
yagB,AZ12,F11,-1,gene,-70,yagB,yagB,1,
dinG,AZ12,D8,1,gene,-71,dinG,dinG,1,
dinG,AZ12,D8,1,Operon,-70,dinG,dinG,1,
xthA,AZ12,D9,1,gene,-64,xthA,xthA,1,
xthA,AZ12,D9,1,Operon,-63,xthA,xthA,1,
lit,AZ12,D2,1,gene,124,lit,lit,1,
lit,AZ12,D2,1,Operon,125,lit,lit,1,
ycgJ,AZ12,D3,1,gene,-45,ycgJ,ycgJ,1,
ycgJ,AZ12,D3,1,Operon,-44,ycgJ,ycgJ,1,
ybgI,AZ12,D1,1,gene,-99,ybgI,ybgI,1,
ybgI,AZ12,D1,1,Operon,-98,ybgIJKL-nei,"ybgI,ybgJ,ybgK,ybgL,nei",1,
nhoA,AZ12,D6,1,gene,-53,nhoA,nhoA,1,
nhoA,AZ12,D6,1,Operon,-52,nhoA,nhoA,1,
ydeJ,AZ12,D7,1,gene,-69,ydeJ,ydeJ,1,
ydeJ,AZ12,D7,1,Operon,-68,ydeJ,ydeJ,1,
ycgL,AZ12,D4,1,Operon,-74,ycgL,ycgL,1,
ycgL,AZ12,D4,1,gene,-42,ycgL,ycgL,1,
ydbH,AZ12,D5,1,gene,-37,ydbH,ydbH,1,
ydbH,AZ12,D5,1,Operon,-36,ydbH-ynbE-ydbL,"ydbH,ynbE,ydbL",1,
yidC,AZ18,E12,1,gene,-330,yidD,yidD,1,TRUE
yidC,AZ18,E12,1,gene,-70,yidC,yidC,2,TRUE
mltC,AZ18,E11,1,gene,-98,mltC,mltC,1,
agn43,AZ18,E10,1,gene,-135,isrC,isrC,1,
agn43,AZ18,E10,1,Operon,-134,isrC-flu,"isrC,flu",1,
ygbI,AZ04,A10,-1,gene,-60,ygbI,ygbI,1,
ygbI,AZ04,A10,-1,Operon,-60,ygbI,ygbI,1,
ssuE,AZ04,A11,-1,gene,-82,ssuE,ssuE,1,
ssuE,AZ04,A11,-1,Operon,-82,ssuEADCB,"ssuE,ssuA,ssuD,ssuC,ssuB",1,
insB_4,AZ04,A2,1,gene,-288,insA,insA,1,
insB_4,AZ04,A2,1,Operon,-287,insA-4AB-4B-4,"insA-4,insAB-4,insB-4",1,
insB_4,AZ04,A2,1,gene,-94,insB1,insB1,2,TRUE
hydN,AZ04,A3,-1,gene,-78,hydN,hydN,1,
hydN,AZ04,A3,-1,Operon,-78,hydN-hypF,"hydN,hypF",1,
b2974,AZ04,D1,-1,gene,-72,sslE,sslE,1,
b2974,AZ04,D1,-1,Operon,-72,yghJ,yghJ,1,
chiA,AZ04,D3,-1,gene,-85,chiA,chiA,1,
chiA,AZ04,D3,-1,Operon,-85,chiA,chiA,1,
hybO,AZ04,D2,-1,gene,-79,hybO,hybO,1,
hybO,AZ04,D2,-1,Operon,-79,hybOABCDEFG,"hybO,hybA,hybB,hybC,hybD,hybE,hybF,hybG",1,
yhfZ,AZ04,D5,-1,gene,-293,yhfZ,yhfZ,1,
yhfZ,AZ04,D5,-1,Operon,-293,yhfZY,"yhfZ,yhfY",1,
yhfX,AZ04,D4,-1,gene,-101,yhfX,yhfX,1,
yhfX,AZ04,D4,-1,Operon,-101,yhfXW-php-yhfUTS,"yhfX,yhfW,php,yhfU,yhfT,yhfS",1,
wrbA,AZ09,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ09,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
rpsB,AZ09,F11,1,gene,-262,tff,tff,1,TRUE
rpsB,AZ09,F11,1,Operon,-261,tff-rpsB-tsf,"tff,rpsB,tsf",1,
rpsB,AZ09,F11,1,gene,-100,rpsB,rpsB,2,
recE,AZ04,D9,-1,gene,-87,recE,recE,1,
recE,AZ04,D9,-1,Operon,-87,recET-ralR-ydaC-xisR-intR,"recE,recT,ralR,ydaC,xisR,intR",1,
rna,AZ04,D8,-1,gene,-68,rna,rna,1,
rna,AZ04,D8,-1,Operon,-68,rna,rna,1,
yfjN,AZ11,A1,1,gene,-51,rnlA,rnlA,1,
yfjN,AZ11,A1,1,Operon,-50,rnlAB,"rnlA,rnlB",1,
aldH,AZ03,G5,1,gene,-62,puuC,puuC,1,
ndh,AZ03,G4,1,gene,-67,ndh,ndh,1,
ndh,AZ03,G4,1,Operon,-66,ndh,ndh,1,
fhlA,AZ03,G7,1,gene,-77,fhlA,fhlA,1,
aldA,AZ03,G6,1,gene,-74,aldA,aldA,1,
aldA,AZ03,G6,1,Operon,-73,aldA,aldA,1,
yjdI,AZ03,G1,1,gene,-24,yjdI,yjdI,1,
yjdI,AZ03,G1,1,Operon,-23,yjdIJ,"yjdI,yjdJ",1,
tilS,AZ11,A2,1,gene,-88,tilS,tilS,1,
tilS,AZ11,A2,1,Operon,-87,tilS,tilS,1,
cbdA,AZ03,G3,1,gene,-56,cbdA,cbdA,1,
cbdA,AZ03,G3,1,Operon,-55,appCBXA,"appC,appB,appX,appA",1,
dmsA,AZ03,G2,1,gene,-159,dmsA,dmsA,1,
dmsA,AZ03,G2,1,Operon,-158,dmsABC,"dmsA,dmsB,dmsC",1,
tig,AZ11,A3,1,gene,-82,tig,tig,1,
tig,AZ11,A3,1,Operon,-81,tig,tig,1,
cybC,AZ03,G9,1,gene,-115,cybC,cybC,1,
cybC,AZ03,G9,1,Operon,-51,cybC,cybC,1,
icd,AZ01,H11,1,gene,-62,icd,icd,1,
icd,AZ01,H11,1,Operon,-61,icd,icd,1,
yegT,AZ01,H12,1,gene,-78,yegT,yegT,1,
yegT,AZ01,H12,1,Operon,-77,yegTUV,"yegT,yegU,yegV",1,
upp,AZ05,E12,-1,gene,-62,upp,upp,1,
upp,AZ05,E12,-1,Operon,-62,upp-uraA,"upp,uraA",1,
yaaU,AZ16,A9,1,gene,-60,yaaU,yaaU,1,
yaaU,AZ16,A9,1,Operon,-59,yaaU,yaaU,1,
sirA,AZ04,A8,-1,gene,-86,tusA,tusA,1,
sirA,AZ04,A8,-1,Operon,-86,tusA,tusA,1,
yajR,AZ15,H12,-1,gene,-71,yajR,yajR,1,
yajR,AZ15,H12,-1,Operon,-71,yajR,yajR,1,
yfjR,AZ05,D2,1,gene,-90,yfjR,yfjR,1,
yfjR,AZ05,D2,1,Operon,-89,yfjR-ypjK-yfjST,"yfjR,ypjK,yfjS,yfjT",1,
yfjP,AZ05,D1,1,gene,142,yfjP,yfjP,1,
yfjP,AZ05,D1,1,Operon,143,yfjPQ,"yfjP,yfjQ",1,
ygeY,AZ05,D7,1,gene,-68,ygeY,ygeY,1,
ygeY,AZ05,D7,1,Operon,-67,ygeY,ygeY,1,
ygdQ,AZ05,D4,1,gene,-71,ygdQ,ygdQ,1,
ygdQ,AZ05,D4,1,Operon,-70,ygdQ,ygdQ,1,
yqeI,AZ05,D5,1,gene,-86,yqeI,yqeI,1,
yqeI,AZ05,D5,1,Operon,-85,yqeIJ,"yqeI,yqeJ",1,
ygiL,AZ05,D8,1,gene,-43,ygiL,ygiL,1,
ygiL,AZ05,D8,1,Operon,-42,ygiL,ygiL,1,
rpmE,AZ09,G7,1,gene,-86,rpmE,rpmE,1,
rpmE,AZ09,G7,1,Operon,-85,rpmE,rpmE,1,
ycbK,AZ13,C9,1,gene,-33,ycbK,ycbK,1,
ycbK,AZ13,C9,1,Operon,-32,ycbK-gloC,"ycbK,gloC",1,
ycdN,AZ13,C12,1,gene,-40,efeU,efeU,1,
ycdN,AZ13,C12,1,Operon,-39,efeU_1U_2,"efeU_1,efeU_2",1,
ycbW,AZ13,C11,1,gene,-1,zapC,zapC,1,
