Plate,Well,Gene_Name,Strand,Amplicons,Amplicon_length,Mapping,Primer1_e,Primer1_query_start,Primer1_query_end,Primer1_target_start,Primer1_target_end,Primer2_e,Primer2_query_start,Primer2_query_end,Primer2_target_start,Primer2_target_end
AZ16,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ16,C2,ycaO,-1,1,211,956773..956562,0.00352928,1,18,956773,956790,0.000226042,47,66,956581,956562
AZ16,C1,ycaN,-1,1,214,949698..949484,0.00352928,1,18,949698,949715,0.000226042,47,66,949503,949484
AZ16,C7,ycfQ,-1,1,275,1169099..1168824,0.00352928,1,18,1169099,1169116,0.00352928,47,64,1168841,1168824
AZ16,C6,yceF,-1,1,297,1146838..1146541,0.00352928,1,18,1146838,1146855,0.00352928,47,64,1146558,1146541
AZ16,C5,b1027,-1,1,168,1095523..1095355,0.000893177,1,19,1095523,1095541,0.00352928,47,64,1095372,1095355
AZ16,C4,ycdM,-1,1,399,1074313..1073914,0.00358909,1,18,1074313,1074330,0.000908316,47,65,1073932,1073914
AZ16,C9,ydhP,-1,1,649,1737865..1737216,0.00352928,1,18,1737865,1737882,0.00352928,47,64,1737233,1737216
AZ16,C8,b1142,1,1,200,1201292..1201492,0.00352928,10,27,1201292,1201309,0.00352928,48,65,1201475,1201492
AZ12,B8,ydeO,-1,1,197,1583801..1583604,0.00352928,1,18,1583801,1583818,0.00352928,47,64,1583621,1583604
AZ12,B9,eutR,-1,1,202,2555302..2555100,0.000893177,1,19,2555302,2555320,0.000893177,47,69,2555122,2555100
AZ12,B4,trmU,-1,1,164,1193881..1193717,0.00346946,1,18,1193881,1193898,0.00346946,47,64,1193734,1193717
AZ12,B5,yadS,-1,1,167,177711..177544,0.00352928,1,18,177711,177728,0.00352928,47,64,177561,177544
AZ12,B6,xylB,-1,1,178,3729481..3729303,0.00352928,1,18,3729481,3729498,0.00352928,47,64,3729320,3729303
AZ12,B7,yggD,-1,1,196,3075293..3075097,0.00352928,1,18,3075293,3075310,0.00352928,47,64,3075114,3075097
AZ12,B1,yadK,-1,1,121,151647..151526,0.00352928,1,18,151647,151664,0.00352928,47,64,151543,151526
AZ12,B2,cpdA,-1,1,160,3176897..3176737,0.00352928,1,18,3176897,3176914,0.00352928,47,64,3176754,3176737
AZ12,B3,yacG,-1,1,161,111916..111755,0.00352928,1,18,111916,111933,0.00352928,47,64,111772,111755
AZ06,B11,usg,-1,1,202,2436770..2436568,0.00352928,1,18,2436770,2436787,0.00352928,47,64,2436585,2436568
AZ06,B10,ubiX,-1,1,219,2428765..2428546,0.00352928,1,18,2428765,2428782,0.000893177,47,65,2428564,2428546
AZ06,B12,yfcU,-1,1,246,2455151..2454905,0.00352928,1,18,2455151,2455168,0.00352928,47,64,2454922,2454905
AZ15,D7,ycfS,-1,1,282,1170562..1170280,0.00352928,1,18,1170562,1170579,0.000893177,47,65,1170298,1170280
AZ15,D6,pspF,-1,1,255,1368088..1367833,0.00352928,1,18,1368088,1368105,0.000893177,47,65,1367851,1367833
AZ15,D5,yceP,-1,1,412,1121271..1120859,0.000893177,1,19,1121271,1121289,0.000226042,47,66,1120878,1120859
AZ15,D4,ydfZ,1,1,334,1628948..1629282,0.00352928,10,27,1628948,1628965,0.000893177,48,66,1629264,1629282
AZ14,E12,ycgH,1,1,236,1221030..1221266,0.00352928,10,27,1221030,1221047,0.000893177,48,66,1221248,1221266
AZ15,D1,ydcX,1,1,476,1516906..1517382,0.000893177,9,27,1516906,1516924,0.00352928,48,65,1517365,1517382
AZ14,E10,yceK,1,1,280,1113129..1113409,0.00352928,10,27,1113129,1113146,0.00352928,48,65,1113392,1113409
AZ20,A1,mdtH,-1,1,355,1125612..1125257,0.000923454,1,19,1125612,1125630,0.000233705,47,66,1125276,1125257
AZ20,A2,ygjD,-1,1,381,3210853..3210472,0.000923454,1,19,3210853,3210871,0.000233705,47,66,3210491,3210472
AZ20,A3,yjfY,-1,1,474,4425194..4424720,0.00352928,1,18,4425194,4425211,0.00352928,47,64,4424737,4424720
AZ20,A4,rrnD,-1,1,381,3429043..3428662,0.00352928,1,18,3429043,3429060,0.00352928,47,64,3428679,3428662
AZ20,A5,ftsZ,1,1,181,104953..105134,0.00352928,10,27,104953,104970,0.00352928,48,65,105117,105134
AZ15,D9,ycgX,-1,1,348,1213355..1213007,0.00364891,1,18,1213355,1213372,0.000233705,47,66,1213026,1213007
AZ15,D8,ycfD,-1,1,159,1188318..1188159,0.00352928,1,18,1188318,1188335,0.000226042,47,66,1188178,1188159
AZ07,D12,ymcE,1,1,325,1051574..1051899,5.7206e-05,7,27,1051574,1051594,0.00352928,48,65,1051882,1051899
AZ07,D10,ybhJ,1,1,356,803223..803579,0.000893177,9,27,803223,803241,0.00352928,48,65,803562,803579
AZ07,D11,pqiA,1,1,244,1011803..1012047,0.00352928,10,27,1011803,1011820,0.00352928,48,65,1012030,1012047
AZ07,A3,hemB,-1,1,265,389927..389662,0.00352928,1,18,389927,389944,0.00352928,47,64,389679,389662
AZ07,A2,rhtB,-1,1,478,4009242..4008764,0.000893177,1,19,4009242,4009260,0.00352928,47,64,4008781,4008764
AZ11,D9,agaS,1,0,0,0..3282022,,0,0,0,0,0.00352928,48,65,3282005,3282022
AZ11,D8,cspB,-1,1,419,1641901..1641482,0.00364891,1,18,1641901,1641918,0.000233705,47,66,1641501,1641482
AZ07,A7,ynfK,-1,1,281,1667412..1667131,0.00352928,1,18,1667412,1667429,0.00352928,47,64,1667148,1667131
AZ07,A6,lipB,-1,1,319,662437..662118,0.00352928,1,18,662437,662454,0.00352928,47,64,662135,662118
AZ07,A5,lipA,-1,1,320,660468..660148,0.00352928,1,18,660468,660485,0.00352928,47,64,660165,660148
AZ07,A4,entD,-1,1,280,610278..609998,0.00352928,1,18,610278,610295,0.00352928,47,64,610015,609998
AZ11,D3,ydhH,-1,1,438,1719949..1719511,0.000893177,1,19,1719949,1719967,0.00352928,48,65,1719528,1719511
AZ11,D2,ydgC,-1,1,264,1682200..1681936,0.00352928,1,18,1682200,1682217,0.00352928,47,64,1681953,1681936
AZ11,D1,ynfC,-1,1,172,1657570..1657398,0.000229873,1,20,1657570,1657589,0.00358909,48,65,1657415,1657398
AZ07,A8,intF,-1,1,401,297411..297010,0.000893177,1,19,297411,297429,0.00352928,47,64,297027,297010
AZ11,D7,crcB,-1,1,199,658037..657838,0.000893177,1,19,658037,658055,0.00352928,47,64,657855,657838
AZ11,D6,imp,-1,1,382,57395..57013,0.000893177,1,19,57395,57413,0.00352928,47,64,57030,57013
AZ11,D5,yjjJ,1,1,342,4621505..4621847,0.00352928,10,27,4621505,4621522,0.000226042,48,67,4621828,4621847
AZ11,D4,ydhD,-1,1,494,1734494..1734000,0.00352928,1,18,1734494,1734511,0.000893177,47,65,1734018,1734000
AZ12,A11,b0165,-1,1,119,185156..185037,0.00352928,1,18,185156,185173,0.000226042,47,66,185056,185037
AZ12,A10,pck,1,1,509,3532345..3532854,0.000226042,8,27,3532345,3532364,0.000893177,48,66,3532836,3532854
AZ04,E10,htrA,1,1,290,180659..180949,0.00352928,10,27,180659,180676,0.00352928,48,65,180932,180949
AZ04,E11,yedQ,-1,1,297,2028240..2027943,0.00346946,1,18,2028240,2028257,0.00346946,47,64,2027960,2027943
AZ04,E12,erfK,-1,1,245,2063471..2063226,0.000893177,1,19,2063471,2063489,0.00352928,47,64,2063243,2063226
AZ20,D12,katG,1,1,473,4133408..4133881,0.000233705,10,29,4133408,4133427,0.00364891,50,67,4133864,4133881
AZ20,D11,greB,1,1,341,3536489..3536830,0.00352928,10,27,3536489,3536506,0.00352928,48,65,3536813,3536830
AZ20,D10,fliL,1,1,221,2019436..2019657,0.00352928,10,27,2019436,2019453,0.00352928,48,65,2019640,2019657
AZ15,C11,ydcL,1,1,433,1502066..1502499,0.00352928,10,27,1502066,1502083,0.00352928,48,65,1502482,1502499
AZ08,E2,deaD,-1,1,238,3308051..3307813,0.00352928,1,18,3308051,3308068,0.000226042,47,66,3307832,3307813
AZ08,E3,pnp,-1,1,347,3311496..3311149,0.00358909,1,18,3311496,3311513,0.000908316,47,65,3311167,3311149
AZ08,E1,glyU,-1,1,217,2999174..2998957,0.00352928,1,18,2999174,2999191,0.00352928,47,64,2998974,2998957
AZ08,E6,yhaJ,-1,1,246,3254360..3254114,0.00346946,1,18,3254360,3254377,0.0137091,47,63,3254130,3254114
AZ08,E7,yhdA,-1,1,255,3403505..3403250,0.00352928,1,18,3403505,3403522,0.000226042,47,66,3403269,3403250
AZ08,E4,rhsD,1,1,567,522749..523316,0.00352928,10,27,522749,522766,0.00352928,48,65,523299,523316
AZ02,D8,emrR,1,1,230,2810605..2810835,0.00352928,10,27,2810605,2810622,0.00352928,48,65,2810818,2810835
AZ02,D7,cadA,-1,1,164,4358710..4358546,0.00358909,1,18,4358710,4358727,0.000229873,47,66,4358565,4358546
AZ02,D6,adiA,-1,1,348,4340789..4340441,0.00352928,1,18,4340789,4340806,0.000226042,47,66,4340460,4340441
AZ06,H11,speC,-1,1,433,3109554..3109121,0.00358909,1,18,3109554,3109571,0.000908316,47,65,3109139,3109121
AZ06,H10,xapA,-1,1,408,2525207..2524799,0.000908316,1,19,2525207,2525225,0.00358909,48,65,2524816,2524799
AZ02,D3,intA,1,1,384,2755866..2756250,0.000908316,10,28,2755866,2755884,0.00358909,49,66,2756233,2756250
AZ02,D2,tdcG_2,-1,1,249,3259261..3259012,0.00352928,1,18,3259261,3259278,0.00352928,47,64,3259029,3259012
AZ02,D1,ansB,-1,1,266,3100923..3100657,0.00352928,1,18,3100923,3100940,0.00352928,47,64,3100674,3100657
AZ09,H2,hsdM,-1,1,305,4583253..4582948,0.00352928,1,18,4583253,4583270,0.00352928,47,64,4582965,4582948
AZ09,H3,cmk,1,1,283,960945..961228,0.00352928,10,27,960945,960962,0.00352928,48,65,961211,961228
AZ03,A7,yedX,1,1,224,2038778..2039002,0.00352928,10,27,2038778,2038795,0.00352928,48,65,2038985,2039002
AZ03,A6,yeaU,1,1,250,1881755..1882005,0.000893177,9,27,1881755,1881773,0.000893177,48,66,1881987,1882005
AZ03,A5,ydiQ,1,1,512,1779202..1779714,0.00346946,10,27,1779202,1779219,0.0137091,48,64,1779698,1779714
AZ03,A4,yneJ,1,1,223,1614655..1614878,0.00352928,10,27,1614655,1614672,0.000893177,48,66,1614860,1614878
AZ03,A3,yncE,1,1,348,1522989..1523337,0.00352928,10,27,1522989,1523006,0.00352928,48,65,1523320,1523337
AZ03,A2,ycjX,1,1,308,1383862..1384170,0.000893177,9,27,1383862,1383880,0.00352928,48,65,1384153,1384170
AZ03,A1,ycjL,1,1,285,1360916..1361201,0.000908316,10,28,1360916,1360934,0.00358909,49,66,1361184,1361201
AZ09,H6,panE,-1,1,297,444722..444425,0.000878039,1,19,444722,444740,0.0137091,47,63,444441,444425
AZ03,A9,yjiT,1,1,577,4571844..4572421,0.00352928,10,27,4571844,4571861,0.00352928,48,65,4572404,4572421
AZ13,B6,ygbA,-1,1,390,2857121..2856731,0.00352928,1,18,2857121,2857138,0.000893177,47,65,2856749,2856731
AZ16,B6,ydaG,-1,1,369,1419782..1419413,0.000908316,1,19,1419782,1419800,0.00358909,48,65,1419430,1419413
AZ05,B4,deoB,1,1,167,4619473..4619640,0.000226042,8,27,4619473,4619492,0.00352928,48,65,4619623,4619640
AZ05,B5,deoD,1,1,221,4620727..4620948,0.000893177,9,27,4620727,4620745,0.00352928,48,65,4620931,4620948
AZ05,B6,yodB,1,1,475,2041951..2042426,0.00358909,10,27,2041951,2041968,0.000908316,48,66,2042408,2042426
AZ05,B7,yeeJ,1,1,378,2044527..2044905,0.00352928,10,27,2044527,2044544,0.00352928,48,65,2044888,2044905
AZ17,D1,manX,1,1,650,1901488..1902138,0.00352928,10,27,1901488,1901505,0.00352928,48,65,1902121,1902138
AZ05,B1,yifM_2,1,1,147,3978504..3978651,0.00352928,10,27,3978504,3978521,0.000893177,48,66,3978633,3978651
AZ05,B2,metF,1,1,507,4132169..4132676,0.00352928,10,27,4132169,4132186,0.000226042,48,67,4132657,4132676
AZ17,D2,tyrP,1,1,309,1989414..1989723,0.00352928,10,27,1989414,1989431,0.00352928,48,65,1989706,1989723
AZ09,D10,ygiZ,-1,1,472,3172398..3171926,0.000908316,1,19,3172398,3172416,0.000908316,47,65,3171944,3171926
AZ09,D11,ygiD,-1,1,231,3182584..3182353,0.000908316,1,19,3182584,3182602,0.000908316,47,65,3182371,3182353
AZ09,D12,ygiF,-1,1,393,3201277..3200884,0.00352928,1,18,3201277,3201294,0.00352928,47,64,3200901,3200884
AZ05,B8,yeeU,1,1,206,2076942..2077148,0.000226042,8,27,2076942,2076961,0.00352928,48,65,2077131,2077148
AZ17,D8,b0259,-1,1,317,275349..275032,0.00352928,1,18,275349,275366,0.00352928,47,64,275049,275032
AZ08,G12,dacB,1,1,434,3328626..3329060,0.00352928,10,27,3328626,3328643,0.00352928,48,65,3329043,3329060
AZ08,G10,ecfD,1,1,255,2735936..2736191,0.00352928,10,27,2735936,2735953,0.00352928,48,65,2736174,2736191
AZ08,G11,yqiJ,1,1,436,3191867..3192303,0.00352928,10,27,3191867,3191884,0.00352928,48,65,3192286,3192303
AZ18,A3,kefF,1,1,237,47050..47287,0.000923454,11,29,47050,47068,0.00364891,50,67,47270,47287
AZ18,A2,b3218,-1,1,310,3366943..3366633,0.00352928,1,18,3366943,3366960,0.00352928,47,64,3366650,3366633
AZ18,A1,yhdJ,1,1,197,3411482..3411679,0.000893177,9,27,3411482,3411500,0.000226042,48,67,3411660,3411679
AZ18,A7,gst,1,1,218,1714187..1714405,0.00352928,10,27,1714187,1714204,0.00352928,48,65,1714388,1714405
AZ13,D10,fdrA,1,1,440,546284..546724,0.00358909,10,27,546284,546301,5.81756e-05,48,68,546704,546724
AZ18,A5,ribC,1,1,282,434459..434741,0.000893177,9,27,434459,434477,0.00352928,48,65,434724,434741
AZ13,D12,yccE,1,1,420,1063679..1064099,0.000893177,9,27,1063679,1063697,0.00352928,48,65,1064082,1064099
AZ18,A9,nrdH,1,1,410,2800399..2800809,0.00352928,10,27,2800399,2800416,0.00352928,48,65,2800792,2800809
AZ18,A8,nrdB,1,1,381,2347074..2347455,0.000893177,9,27,2347074,2347092,0.00352928,48,65,2347438,2347455
AZ05,G12,b1998,1,1,135,2997554..2997689,0.00352928,10,27,2997554,2997571,0.00352928,48,65,2997672,2997689
AZ05,G11,yebF,-1,1,163,1930487..1930324,0.00352928,1,18,1930487,1930504,0.00352928,47,64,1930341,1930324
AZ05,G10,ydfO,1,1,766,1636097..1636863,0.00352928,10,27,1636097,1636114,0.00352928,48,65,1636846,1636863
AZ14,F8,cusR,-1,1,288,595636..595348,0.00352928,1,18,595636,595653,0.00352928,47,64,595365,595348
AZ14,F9,uspG,-1,1,362,642148..641786,0.000893177,1,19,642148,642166,1.44775e-05,47,68,641807,641786
AZ14,F2,ycgY,1,1,333,1244886..1245219,0.00358909,11,28,1244886,1244903,1.47229e-05,49,70,1245198,1245219
AZ14,F1,ycgN,1,1,197,1228637..1228834,0.000893177,9,27,1228637,1228655,0.00352928,48,65,1228817,1228834
AZ14,F6,yciS,1,1,283,1340021..1340304,0.000908316,10,28,1340021,1340039,0.00358909,49,66,1340287,1340304
AZ14,F7,perR,-1,1,206,270315..270109,0.00352928,1,18,270315,270332,0.00352928,47,64,270126,270109
AZ14,F4,b1228,1,3,310,1286431..1286741,0.00352928,10,27,1286431,1286448,0.00352928,48,65,1286724,1286741
AZ14,F4,b1228,1,3,488,1286431..1286919,0.00352928,10,27,1286431,1286448,0.00352928,48,65,1286902,1286919
AZ14,F4,b1228,1,3,666,1286431..1287097,0.00352928,10,27,1286431,1286448,0.00352928,48,65,1287080,1287097
AZ14,F5,rluB,1,1,395,1326547..1326942,0.00352928,10,27,1326547,1326564,0.000893177,48,66,1326924,1326942
AZ14,H4,racC,-1,1,346,1418034..1417688,0.00352928,1,18,1418034,1418051,0.00352928,47,64,1417705,1417688
AZ14,H5,ybaL,-1,1,352,503517..503165,0.00352928,1,18,503517,503534,0.000893177,47,65,503183,503165
AZ14,H6,zitB,-1,1,275,785015..784740,0.000893177,1,19,785015,785033,0.000226042,47,66,784759,784740
AZ14,H7,sapA,-1,1,488,1357506..1357018,0.00346946,1,18,1357506,1357523,0.00346946,47,64,1357035,1357018
AZ14,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ14,H2,kefG,-1,1,288,3481370..3481082,0.000226042,1,20,3481370,3481389,0.000226042,47,66,3481101,3481082
AZ14,H3,yjjK,-1,1,326,4630751..4630425,0.000893177,1,19,4630751,4630769,0.00352928,47,64,4630442,4630425
AZ14,H8,mglB,-1,1,427,2240694..2240267,0.00352928,1,18,2240694,2240711,0.00352928,47,64,2240284,2240267
AZ14,H9,nupX,-1,1,267,2254319..2254052,0.000893177,1,19,2254319,2254337,0.00352928,47,64,2254069,2254052
AZ09,A9,plsC,-1,1,326,3163720..3163394,0.00352928,1,18,3163720,3163737,0.000893177,47,65,3163412,3163394
AZ09,A8,prfB,-1,1,234,3036447..3036213,0.000893177,1,19,3036447,3036465,0.00352928,47,64,3036230,3036213
AZ09,A5,lepA,-1,1,294,2707349..2707055,0.00352928,1,18,2707349,2707366,0.00352928,47,64,2707072,2707055
AZ09,A4,pgsA,-1,1,196,1992920..1992724,0.00346946,1,18,1992920,1992937,0.00346946,47,64,1992741,1992724
AZ09,A7,lgt,-1,1,298,2966240..2965942,0.00358909,1,18,2966240,2966257,0.000908316,47,65,2965960,2965942
AZ09,A6,nlpD,-1,1,275,2868951..2868676,0.00352928,1,18,2868951,2868968,0.00352928,47,64,2868693,2868676
AZ09,A1,cls,-1,1,472,1309019..1308547,0.00352928,1,18,1309019,1309036,0.00352928,47,64,1308564,1308547
AZ09,A3,msbB,-1,1,206,1940316..1940110,0.00352928,1,18,1940316,1940333,0.00352928,47,64,1940127,1940110
AZ09,A2,nlpC,-1,1,201,1792846..1792645,0.00352928,1,18,1792846,1792863,0.000226042,47,66,1792664,1792645
AZ15,A10,ybiU,-1,1,246,859232..858986,0.00346946,1,18,859232,859249,0.00346946,47,64,859003,858986
AZ15,A11,ybiV,-1,1,268,860212..859944,0.00352928,1,18,860212,860229,0.00352928,47,64,859961,859944
AZ07,G11,moeA,-1,1,291,866570..866279,0.00352928,1,18,866570,866587,0.00352928,47,64,866296,866279
AZ07,G10,ybhK,-1,1,524,817092..816568,0.000893177,1,19,817092,817110,0.000893177,47,65,816586,816568
AZ07,G12,lolB,-1,1,342,1263772..1263430,0.00352928,1,18,1263772,1263789,0.00352928,47,64,1263447,1263430
AZ16,B1,yqhH,1,1,215,3158501..3158716,0.00352928,10,27,3158501,3158518,0.00352928,48,65,3158699,3158716
AZ16,B2,gmr,-1,1,365,1347009..1346644,0.000893177,1,19,1347009,1347027,0.000226042,47,66,1346663,1346644
AZ16,B3,ymjA,-1,1,259,1357836..1357577,0.00352928,1,18,1357836,1357853,0.00352928,47,64,1357594,1357577
AZ16,B4,uspE,-1,1,262,1398808..1398546,0.00352928,1,18,1398808,1398825,0.00352928,47,64,1398563,1398546
AZ16,B5,ydaO,-1,1,224,1412076..1411852,0.00352928,1,18,1412076,1412093,0.00352928,47,64,1411869,1411852
AZ05,G3,yjhI,-1,1,415,4526145..4525730,0.00352928,1,18,4526145,4526162,0.000893177,47,65,4525748,4525730
AZ16,B7,uspF,-1,1,221,1435812..1435591,0.00364891,1,18,1435812,1435829,0.000233705,47,66,1435610,1435591
AZ16,B8,yncJ,-1,1,338,1509333..1508995,0.00352928,1,18,1509333,1509350,0.000893177,47,65,1509013,1508995
AZ16,B9,yddE,-1,1,209,1535991..1535782,0.00352928,1,18,1535991,1536008,0.000893177,47,65,1535800,1535782
AZ12,A9,rdoA,1,1,247,4042246..4042493,0.000893177,9,27,4042246,4042264,0.000226042,48,67,4042474,4042493
AZ12,A8,dpbA,-1,1,509,4046838..4046329,0.000893177,1,19,4046838,4046856,0.00352928,47,64,4046346,4046329
AZ17,D3,srlA,1,0,0,2825506..0,0.000908316,10,28,2825506,2825524,,0,0,0,0
AZ12,A1,insA_3,-1,1,288,291553..291265,0.00352928,1,18,291553,291570,0.00352928,47,64,291282,291265
AZ12,A3,pth,-1,1,367,1258794..1258427,0.00352928,1,18,1258794,1258811,0.00352928,47,64,1258444,1258427
AZ12,A2,ascG,-1,1,362,2839553..2839191,0.000226042,1,20,2839553,2839572,0.00352928,47,64,2839208,2839191
AZ12,A5,b1420,-1,1,481,1492531..1492050,0.000893177,1,19,1492531,1492549,0.00352928,47,64,1492067,1492050
AZ12,A4,ais,-1,1,405,2365938..2365533,0.00352928,1,18,2365938,2365955,0.00352928,47,64,2365550,2365533
AZ12,A7,napF,-1,1,536,2303940..2303404,0.00352928,1,18,2303940,2303957,5.7206e-05,47,67,2303424,2303404
AZ12,A6,yjiY,-1,1,483,4591694..4591211,0.000893177,1,19,4591694,4591712,0.00352928,47,64,4591228,4591211
AZ20,B5,uvrC,-1,1,208,1994760..1994552,0.00352928,1,18,1994760,1994777,0.00352928,47,64,1994569,1994552
AZ20,B4,relA,-1,1,155,2913733..2913578,0.00352928,1,18,2913733,2913750,0.00352928,47,64,2913595,2913578
AZ20,B7,cynT,1,1,236,358602..358838,0.00358909,11,28,358602,358619,0.00358909,49,66,358821,358838
AZ20,B6,ihfB,1,1,301,963569..963870,0.000233705,10,29,963569,963588,0.00364891,50,67,963853,963870
AZ20,B1,malF,-1,1,249,4245251..4245002,0.00352928,1,18,4245251,4245268,0.000226042,47,66,4245021,4245002
AZ20,B3,rhaT,-1,1,436,4100887..4100451,0.00352928,1,18,4100887,4100904,0.00352928,47,64,4100468,4100451
AZ20,B2,flgM,-1,1,200,1130240..1130040,0.00346946,1,18,1130240,1130257,0.00346946,47,64,1130057,1130040
AZ20,B9,htpG,1,1,246,494938..495184,0.00358909,10,27,494938,494955,0.000908316,48,66,495166,495184
AZ20,B8,flgB,1,1,320,1130776..1131096,0.00352928,10,27,1130776,1130793,0.00352928,48,65,1131079,1131096
AZ15,E4,ytfQ,1,1,433,4449576..4450009,0.000893177,9,27,4449576,4449594,0.000893177,48,66,4449991,4450009
AZ15,E5,crcA,1,1,774,655878..656652,0.00358909,10,27,655878,655895,0.000908316,48,66,656634,656652
AZ15,E6,ybjP,-1,1,240,904608..904368,0.00352928,1,18,904608,904625,0.00352928,47,64,904385,904368
AZ15,E7,ybjL,-1,1,428,890166..889738,0.00352928,1,18,890166,890183,0.00352928,47,64,889755,889738
AZ15,E1,ybjM,1,1,445,889738..890183,0.00352928,10,27,889738,889755,0.00352928,48,65,890166,890183
AZ15,E2,betT,1,1,295,329248..329543,0.00352928,10,27,329248,329265,0.000893177,48,66,329525,329543
AZ15,E3,entC,1,1,503,624426..624929,0.00352928,10,27,624426,624443,0.00352928,48,65,624912,624929
AZ15,E8,yliG,-1,1,334,878271..877937,0.000893177,1,19,878271,878289,0.00352928,47,64,877954,877937
AZ15,E9,fepB,-1,1,486,624912..624426,0.00352928,1,18,624912,624929,0.00352928,47,64,624443,624426
AZ20,C11,argU,1,1,405,564195..564600,0.00352928,10,27,564195,564212,0.00352928,48,65,564583,564600
AZ20,C12,garD,1,1,515,3274807..3275322,0.000908316,10,28,3274807,3274825,0.000908316,49,67,3275304,3275322
AZ02,C11,tdcG_2,-1,1,233,3259802..3259569,0.00352928,1,18,3259802,3259819,0.00352928,47,64,3259586,3259569
AZ02,C12,cysH,-1,1,158,2888389..2888231,0.00352928,1,18,2888389,2888406,0.00352928,47,64,2888248,2888231
AZ03,G11,yhiP,1,1,449,3640466..3640915,0.00352928,10,27,3640466,3640483,0.00352928,48,65,3640898,3640915
AZ03,G10,yhhZ,1,1,385,3581539..3581924,0.000908316,10,28,3581539,3581557,0.00358909,49,66,3581907,3581924
AZ03,G12,b0582,1,1,850,607300..608150,0.00352928,10,27,607300,607317,0.000226042,48,67,608131,608150
AZ12,G12,nfo,1,1,197,2250681..2250878,0.00352928,10,27,2250681,2250698,0.00352928,48,65,2250861,2250878
AZ04,B12,deoR,-1,1,216,882867..882651,0.00364891,1,18,882867,882884,0.000233705,47,66,882670,882651
AZ04,B11,dcuS,-1,1,282,4351847..4351565,0.000229873,1,20,4351847,4351866,5.81756e-05,47,67,4351585,4351565
AZ04,B10,zraP,-1,1,264,4202000..4201736,0.000226042,1,20,4202000,4202019,0.000893177,47,65,4201754,4201736
AZ11,E8,ykgF,1,1,152,322256..322408,0.00352928,10,27,322256,322273,0.00352928,48,65,322391,322408
AZ11,E9,yajC,1,1,154,427163..427317,0.000893177,9,27,427163,427181,0.00352928,48,65,427300,427317
AZ11,E1,ftsJ,-1,1,274,3327838..3327564,0.00352928,1,18,3327838,3327855,0.00352928,47,64,3327581,3327564
AZ11,E2,ftsY,-1,1,284,3604455..3604171,0.00352928,1,18,3604455,3604472,0.00352928,47,64,3604188,3604171
AZ11,E3,uspB,-1,1,548,3640185..3639637,0.00352928,1,18,3640185,3640202,0.00352928,47,64,3639654,3639637
AZ11,E4,yfjM,-1,1,265,2765949..2765684,0.000229873,1,20,2765949,2765968,0.00358909,48,65,2765701,2765684
AZ11,E5,envY,-1,1,353,587169..586816,0.00358909,1,18,587169,587186,0.000908316,47,65,586834,586816
AZ11,E6,dhaM,-1,1,95,1249143..1249048,0.00352928,1,18,1249143,1249160,0.00352928,47,64,1249065,1249048
AZ11,E7,speF,-1,1,701,720866..720165,0.000908316,1,19,720866,720884,0.00358909,48,65,720182,720165
AZ02,E8,glpX,-1,1,221,4115720..4115499,0.00352928,1,18,4115720,4115737,0.000893177,47,65,4115517,4115499
